"V1","V2",
0.0059228,0.00017314,
0.0062467,0.00031277,
0.0067876,0.00070402,
0.0059595,0.0012558,
0.0054047,0.0014784,
0.0068575,0.001057,
0.0077007,0.00087345,
0.0061288,0.0012961,
0.0052527,0.0014485,
0.0061174,0.00087967,
0.0068028,0.00025709,
0.006391,8.7817e-05,
0.0061322,0.0002681,
0.0066639,0.0006731,
0.0061705,0.0012577,
0.0057961,0.0015903,
0.0068012,0.0014693,
0.0070519,0.0013418,
0.0061879,0.00137,
0.0056657,0.0011769,
0.0054903,0.00061325,
0.0051766,-0.00018563,
0.0059857,-0.00091242,
0.0070047,-0.00096204,
0.0061353,3.3027e-05,
0.0055069,0.0012886,
0.0061652,0.0019152,
0.0069472,0.0018468,
0.0067715,0.0015103,
0.0053847,0.0010665,
0.0052324,0.00019077,
0.0066311,-0.00076107,
0.0074546,-0.00089151,
0.00747,0.00020979,
0.0072623,0.0020145,
0.0063745,0.0035309,
0.0055416,0.0036934,
0.0063254,0.0021724,
0.0062546,0.00012911,
0.0049462,-0.0016301,
0.0053968,-0.0027267,
0.0061111,-0.0026014,
0.0059512,-0.0010376,
0.0066631,0.001142,
0.0077257,0.0032072,
0.0071947,0.004604,
0.0060491,0.0045487,
0.0063488,0.0026911,
0.0066482,9.317e-05,
0.0061859,-0.0019424,
0.0060136,-0.0026769,
0.0066164,-0.0018594,
0.0078418,0.00029018,
0.007588,0.0031393,
0.0057941,0.0052823,
0.0050316,0.0050334,
0.0058857,0.0022166,
0.0069157,-0.001316,
0.0069674,-0.0033435,
0.006753,-0.0030271,
0.0064115,-0.0007965,
0.0059755,0.002036,
0.0057069,0.0040257,
0.0055152,0.0041604,
0.0062693,0.0023639,
0.0069081,-5.9657e-05,
0.0062859,-0.0017368,
0.0058991,-0.0021665,
0.0064322,-0.0013566,
0.0068774,0.00035832,
0.0067132,0.0023128,
0.0071695,0.0036791,
0.0073054,0.0040495,
0.005833,0.0032886,
0.0049442,0.0012181,
0.0050848,-0.0015578,
0.0054149,-0.003695,
0.0056489,-0.0041317,
0.005193,-0.0026639,
0.0046174,-0.00021868,
0.0049793,0.0018145,
0.006224,0.002648,
0.0069046,0.0025687,
0.0071177,0.0019681,
0.0072207,0.0011841,
0.0063978,0.00059574,
0.0056152,0.00013461,
0.0053065,-0.00036173,
0.0057335,-0.00079573,
0.0068849,-0.00069974,
0.0068011,0.00028818,
0.005806,0.001632,
0.0061452,0.002317,
0.0075886,0.0021623,
0.0075502,0.0018816,
0.0063565,0.0016056,
0.0063777,0.0010263,
0.0067711,0.00038581,
0.0069795,0.00011388,
0.0068166,0.00040317,
0.0057586,0.00095759,
0.0052543,0.0010839,
0.0057832,0.00066313,
0.0062075,4.0981e-05,
0.0063101,-0.00021846,
0.0070172,-1.4893e-05,
0.0073167,0.00085608,
0.0061462,0.0020664,
0.0055848,0.0025573,
0.0057613,0.0018404,
0.0057276,0.00034981,
0.0059671,-0.0010656,
0.0062721,-0.0016836,
0.0063033,-0.0011834,
0.0057935,0.00016487,
0.0053864,0.0014494,
0.0057929,0.0019431,
0.0071789,0.0016514,
0.0082788,0.0013634,
0.0069936,0.0016636,
0.0053755,0.0018687,
0.0056662,0.0012314,
0.0065776,0.00013525,
0.006687,-0.00045881,
0.0060011,-0.00030659,
0.0058728,0.00010971,
0.0060982,0.0005683,
0.0057505,0.0009403,
0.0053775,0.0009772,
0.0060376,0.00051246,
0.0073153,0.0001571,
0.0068895,0.00061107,
0.0059505,0.001378,
0.0070085,0.0017586,
0.0083442,0.0019747,
0.0077207,0.0024638,
0.0063093,0.0028095,
0.0068087,0.002238,
0.0077132,0.0012444,
0.0066508,0.00065761,
0.0054297,0.00041524,
0.0058146,-1.1743e-06,
0.0076622,-0.00013541,
0.0086992,0.00078795,
0.0077071,0.002721,
0.0069086,0.0043632,
0.0072393,0.0045901,
0.007409,0.0034911,
0.0070244,0.0017906,
0.0072588,0.00011598,
0.0070593,-0.00079338,
0.0056773,-0.00064184,
0.0051923,-5.472e-05,
0.0055251,0.0004441,
0.0064615,0.00068915,
0.0076304,0.0010701,
0.0069623,0.0018238,
0.0059286,0.0023155,
0.0066108,0.0019701,
0.0071498,0.0012413,
0.0061082,0.00069362,
0.0061143,0.00018727,
0.0074235,-7.7464e-05,
0.0067978,0.00041877,
0.0056995,0.0012341,
0.0063985,0.0015835,
0.0072664,0.0015745,
0.0065885,0.0015781,
0.0052576,0.0013659,
0.005615,0.00049887,
0.006723,-0.00046186,
0.0067892,-0.00069243,
0.0062369,-4.8547e-05,
0.0062685,0.00091082,
0.0070476,0.0017172,
0.0068076,0.0023221,
0.0059523,0.0023593,
0.0058889,0.0014915,
0.0058819,0.00010828,
0.0053594,-0.0011006,
0.0050083,-0.0017475,
0.0058705,-0.0017441,
0.0067633,-0.00079679,
0.0067327,0.000963,
0.0063316,0.002732,
0.0053822,0.0034765,
0.0051178,0.0024812,
0.0062662,0.00023678,
0.0073378,-0.0016534,
0.0071714,-0.0018762,
0.0064812,-0.00048772,
0.0069157,0.0014862,
0.0075315,0.0033293,
0.0069925,0.0044764,
0.0058454,0.0041171,
0.0054265,0.0019932,
0.0060749,-0.00087458,
0.0061769,-0.002913,
0.0064261,-0.0032004,
0.0071378,-0.0015304,
0.0062598,0.0013939,
0.0050253,0.0038447,
0.0053581,0.0042736,
0.0058341,0.0025629,
0.005482,-2.8937e-05,
0.0067753,-0.0023642,
0.0083788,-0.0029081,
0.0066051,-0.0009214,
0.0051032,0.0018123,
0.0059889,0.0035348,
0.0056988,0.003672,
0.004932,0.0021333,
0.0059951,-0.00044995,
0.0061032,-0.0024351,
0.0041144,-0.0030103,
0.0048236,-0.0027143,
0.0074709,-0.0014023,
0.0074871,0.0012578,
0.0071648,0.00406,
0.0076937,0.0056148,
0.006679,0.0054075,
0.0052836,0.0032465,
0.0056037,-0.00028307,
0.0060711,-0.0034057,
0.0058102,-0.0045518,
0.00651,-0.0033497,
0.0066308,-0.00024665,
0.0060308,0.0031666,
0.006823,0.0052176,
0.0068457,0.0053622,
0.0057537,0.0036192,
0.0061618,0.00053201,
0.0067095,-0.0023083,
0.0054567,-0.0034422,
0.0052727,-0.0028821,
0.0070866,-0.0011135,
0.0069926,0.0016357,
0.005679,0.0041177,
0.0057705,0.0047072,
0.0061394,0.0031733,
0.0062155,0.00058012,
0.0063443,-0.0017972,
0.0068972,-0.0027435,
0.0075551,-0.0017228,
0.0078478,0.00085247,
0.0076135,0.0039192,
0.0066184,0.0058969,
0.0061489,0.0055782,
0.0061924,0.0029908,
0.005667,-0.00051145,
0.0053803,-0.0034816,
0.0059727,-0.0046816,
0.0063099,-0.0034882,
0.0057465,-0.00041331,
0.0067609,0.0028701,
0.0085751,0.00527,
0.0077428,0.0064061,
0.0065494,0.0055876,
0.0071416,0.0028877,
0.0072913,-0.00022365,
0.005759,-0.0022912,
0.0048806,-0.0030423,
0.0058695,-0.0025357,
0.0067445,-0.0007007,
0.0071744,0.001904,
0.0069473,0.0042623,
0.006226,0.0052167,
0.0068119,0.0041537,
0.0079484,0.0019434,
0.0076617,9.158e-05,
0.0056971,-0.00070975,
0.0048714,-0.0010221,
0.0066011,-0.0010444,
0.0069709,-0.00011293,
0.0049059,0.0013971,
0.004817,0.0020379,
0.0071261,0.0015239,
0.0067096,0.0010125,
0.0047822,0.00066825,
0.0059962,-0.00011086,
0.0072456,-0.00057195,
0.0066909,-8.1217e-05,
0.0061352,0.00096817,
0.0053491,0.0018049,
0.0053625,0.0016969,
0.0064938,0.00083685,
0.0063956,0.00011164,
0.005451,-0.00021241,
0.0063581,-0.00033677,
0.0069901,8.9064e-05,
0.0054833,0.0010601,
0.0059674,0.0015912,
0.0076246,0.0016298,
0.0062554,0.0017407,
0.0043407,0.0013732,
0.0052286,-6.2104e-06,
0.006984,-0.0013559,
0.0071454,-0.0013534,
0.0068335,7.4017e-05,
0.0063052,0.0020508,
0.0056662,0.0033501,
0.0064339,0.0031821,
0.0070008,0.0020001,
0.0067616,0.00062012,
0.0071742,-0.00023671,
0.0074324,-0.0001115,
0.0063824,0.00084726,
0.005384,0.0018483,
0.0059838,0.0018739,
0.0060307,0.0012217,
0.0050462,0.00022959,
0.0056527,-0.00092484,
0.0073105,-0.0014864,
0.0079306,-0.00056808,
0.0070552,0.001593,
0.0061652,0.0035788,
0.0062628,0.0041666,
0.0071504,0.0031149,
0.0077939,0.0014486,
0.0065221,0.00019667,
0.0053237,-0.00061057,
0.006071,-0.0011001,
0.0062997,-0.00082982,
0.0056623,0.00017012,
0.0065642,0.0011341,
0.0080904,0.002003,
0.0072281,0.0029691,
0.0060327,0.0033015,
0.0069799,0.0025141,
0.0071145,0.0012531,
0.0056023,0.00013725,
0.0045979,-0.00082357,
0.0050746,-0.0017096,
0.0063837,-0.0019543,
0.0067301,-0.00092858,
0.0059052,0.00093781,
0.0056289,0.0024564,
0.0071489,0.0028986,
0.0083115,0.002788,
0.0070661,0.0026285,
0.0055363,0.0020083,
0.005691,0.00058516,
0.0068694,-0.00087725,
0.006659,-0.001265,
0.0056154,-0.0005388,
0.0064148,0.00055224,
0.0068312,0.0016706,
0.0054367,0.0025725,
0.0054782,0.0022705,
0.0072559,0.0010323,
0.0072008,0.00018799,
0.0060979,4.1714e-05,
0.0067915,0.00024514,
0.0068236,0.00090005,
0.0062592,0.0016728,
0.0072065,0.0021059,
0.0066215,0.0023209,
0.0048829,0.0018932,
0.0055186,0.00041851,
0.0065522,-0.001154,
0.0056791,-0.0017722,
0.0062468,-0.0013968,
0.0084273,0.0001188,
0.0074662,0.0026741,
0.0053098,0.0047204,
0.0053484,0.0045078,
0.0052648,0.0021301,
0.0045682,-0.0011739,
0.0050621,-0.0040411,
0.0060778,-0.0049773,
0.0057946,-0.003324,
0.0053963,-0.0001119,
0.005833,0.0029931,
0.0058254,0.0047037,
0.0057591,0.0043481,
0.0058002,0.002173,
0.006166,-0.00063496,
0.0067086,-0.0025857,
0.0060696,-0.0027702,
0.0060556,-0.001439,
0.0077003,0.00081269,
0.007818,0.0034313,
0.0053334,0.0052272,
0.0041359,0.0045428,
0.0054993,0.0014167,
0.0064249,-0.0021429,
0.0068822,-0.004161,
0.0067617,-0.0035594,
0.0055878,-0.00078002,
0.0061333,0.0022969,
0.0080603,0.0044069,
0.0081607,0.0054051,
0.0065569,0.0049842,
0.0060904,0.0028218,
0.0064933,-0.00022616,
0.0059354,-0.0026076,
0.0058461,-0.003417,
0.0064154,-0.0024421,
0.0066855,-8.5152e-05,
0.0076905,0.002674,
0.0093286,0.0050834,
0.0090825,0.0066895,
0.0067047,0.0066654,
0.0063864,0.0042102,
0.0074785,0.00050483,
0.0064343,-0.002302,
0.0060946,-0.0034181,
0.0074895,-0.0024926,
0.0069175,0.00032029,
0.0051984,0.0034207,
0.0061952,0.0047802,
0.0076429,0.0042291,
0.0062275,0.0027097,
0.0055623,0.00040355,
0.0068371,-0.0018234,
0.0070129,-0.0025124,
0.0061668,-0.0012884,
0.0059477,0.00082104,
0.0066701,0.0026841,
0.0068796,0.0037465,
0.0061086,0.0036712,
0.0055859,0.0022562,
0.0061482,-1.1845e-06,
0.0070568,-0.0017965,
0.0070736,-0.0019663,
0.007328,-0.00046754,
0.0071043,0.0019704,
0.0053313,0.0039905,
0.004859,0.0041009,
0.0064296,0.0021575,
0.0075327,-0.00019047,
0.0066291,-0.0014673,
0.0047021,-0.0015344,
0.0039339,-0.0012146,
0.0055842,-0.00099169,
0.0077586,-0.00024842,
0.0067516,0.0014818,
0.0049662,0.0029789,
0.0062314,0.0028863,
0.0080103,0.0017696,
0.0078222,0.00097953,
0.0063861,0.0008448,
0.0054341,0.00079077,
0.0054645,0.00042938,
0.0054415,-7.6805e-05,
0.0050214,-0.00049193,
0.0045741,-0.00091707,
0.0047798,-0.0012848,
0.0054476,-0.0013333,
0.0061382,-0.0007562,
0.006709,0.0004417,
0.0070183,0.001872,
0.0073127,0.0031353,
0.006479,0.0036783,
0.0056635,0.003006,
0.0067423,0.0011672,
0.0069174,-0.0005312,
0.0056424,-0.0013046,
0.0055203,-0.0013703,
0.006258,-0.0007663,
0.0062112,0.00049169,
0.0058572,0.0017772,
0.005558,0.0023422,
0.0046442,0.0017222,
0.0052078,5.3272e-05,
0.0070792,-0.0015574,
0.0071581,-0.0017503,
0.0063401,-0.00042987,
0.0063731,0.0013948,
0.0067594,0.0028442,
0.0065484,0.0034441,
0.0063174,0.0028444,
0.0070032,0.0013743,
0.0079211,8.2668e-05,
0.0079655,-5.6465e-05,
0.0064465,0.0009029,
0.005733,0.0018139,
0.0067773,0.0020395,
0.006357,0.0018332,
0.0055932,0.0011311,
0.0067196,9.1061e-05,
0.0071874,-0.00036589,
0.0062941,0.0001092,
0.0068124,0.0008979,
0.0076439,0.0018179,
0.0065095,0.0027655,
0.0065904,0.0029036,
0.0075123,0.002194,
0.0060655,0.001291,
0.0057039,0.0001203,
0.0075721,-0.00077621,
0.0071135,-0.00039139,
0.0052355,0.00076682,
0.0064364,0.0014949,
0.0072483,0.0019934,
0.0047391,0.0021735,
0.0050333,0.0010675,
0.0073613,-0.00055846,
0.0062058,-0.0011554,
0.0054479,-0.0008808,
0.0072909,-0.00013898,
0.007124,0.0013604,
0.0060506,0.0028797,
0.0074673,0.0033742,
0.0073342,0.0031212,
0.005282,0.0022304,
0.0063564,0.00045219,
0.0081207,-0.00096844,
0.008046,-0.00073078,
0.0078926,0.0010462,
0.0069587,0.0033808,
0.0058124,0.0046729,
0.0067253,0.0039815,
0.0080733,0.0020297,
0.0071938,0.00042822,
0.0062426,-0.00056825,
0.0064403,-0.00092961,
0.0059377,-0.00047512,
0.0061202,0.00039351,
0.0077735,0.0013348,
0.0088727,0.0025926,
0.0082694,0.0040563,
0.006482,0.0048225,
0.0053501,0.0038219,
0.0056172,0.001119,
0.0062592,-0.0018945,
0.0053409,-0.0035874,
0.0042394,-0.0036182,
0.0057397,-0.0024923,
0.0070212,-0.00027331,
0.0062217,0.0025156,
0.005745,0.004341,
0.005661,0.0041949,
0.005142,0.0021577,
0.0058398,-0.00079456,
0.0074538,-0.0029471,
0.0069978,-0.0027956,
0.0064451,-0.0006669,
0.007039,0.0021273,
0.0056458,0.0043913,
0.005077,0.0046026,
0.0070893,0.0026378,
0.0070422,0.00025685,
0.0063508,-0.001356,
0.0085523,-0.001693,
0.0080103,4.5015e-05,
0.0032375,0.0026231,
0.0037627,0.0030457,
0.0079195,0.0014651,
0.0068749,0.00022908,
0.0047557,-0.00036705,
0.0053768,-0.0010284,
0.0056254,-0.0012935,
0.0064901,-0.00092015,
0.0079137,0.00039426,
0.0059849,0.0024327,
0.0039004,0.0034718,
0.005687,0.0022826,
0.0057935,0.00011058,
0.0043092,-0.001871,
0.0060794,-0.0032602,
0.0066756,-0.002885,
0.0050099,-0.00075973,
0.0061887,0.0014974,
0.0079195,0.0032674,
0.0063923,0.0043928,
0.0054442,0.0038898,
0.0061886,0.0017301,
0.0048849,-0.00088267,
0.0046009,-0.0031857,
0.0069637,-0.0041303,
0.007093,-0.0024692,
0.006116,0.00095365,
0.0073429,0.004095,
0.0072708,0.005976,
0.0046434,0.0056926,
0.0054832,0.0025556,
0.0083483,-0.0014482,
0.0060985,-0.0034225,
0.0035745,-0.0034423,
0.0058915,-0.0025614,
0.0069015,-0.00046838,
0.0044174,0.0021723,
0.004408,0.0032837,
0.0069308,0.0024374,
0.0062111,0.0009535,
0.0042806,-0.00065404,
0.0057242,-0.0022829,
0.0078522,-0.0026689,
0.0071206,-0.00085261,
0.0054887,0.0019279,
0.006794,0.0037975,
0.0090227,0.0044851,
0.0079197,0.0045202,
0.0048593,0.0035463,
0.0042332,0.0008231,
0.0071111,-0.0025732,
0.0087654,-0.0039185,
0.007152,-0.002077,
0.0063204,0.0014211,
0.0074054,0.0045438,
0.0070861,0.0061688,
0.0044169,0.0054531,
0.0033977,0.001856,
0.0050242,-0.0031847,
0.0066462,-0.0066675,
0.0086443,-0.0063132,
0.010073,-0.0016395,
0.0088233,0.0054625,
0.0062046,0.011023,
0.0049522,0.011513,
0.0057517,0.0064815,
0.0065552,-0.0010299,
0.0061099,-0.0071776,
0.0056368,-0.0093056,
0.0068103,-0.0068436,
0.0077557,-0.00076151,
0.0070132,0.006277,
0.0075427,0.010688,
0.0080072,0.010898,
0.0063834,0.0071949,
0.0065884,0.00090161,
0.0082519,-0.0049024,
0.0066416,-0.0069679,
0.0041315,-0.0051664,
0.005968,-0.0015149,
0.0080822,0.0027862,
0.0060379,0.0065484,
0.0044449,0.0073977,
0.0056137,0.0044836,
0.0068057,-0.00022138,
0.0068847,-0.0039262,
0.0067419,-0.0049569,
0.0068211,-0.0031116,
0.0067594,0.00059534,
0.0075019,0.0043128,
0.008044,0.0066966,
0.0064147,0.0069065,
0.0048376,0.0043171,
0.006557,-0.00024343,
0.0093534,-0.0038206,
0.0078295,-0.0038214,
0.0041472,-0.0011369,
0.0039292,0.0014371,
0.0058085,0.0025632,
0.0067018,0.0025588,
0.0070765,0.001934,
0.0079216,0.0011877,
0.0074979,0.0010068,
0.0051429,0.0011373,
0.0032574,0.00055735,
0.0022195,-0.0012512,
0.0016067,-0.0038372,
0.0022975,-0.006242,
0.004312,-0.007019,
0.0059441,-0.0050902,
0.0060642,-0.00079129,
0.0062346,0.0039108,
0.0061729,0.0068438,
0.0055056,0.0067622,
0.0061021,0.0035991,
0.0071625,-0.00067684,
0.0070417,-0.0036891,
0.0061938,-0.0041637,
0.0060411,-0.0022719,
0.0070039,0.00088798,
0.0086279,0.0041849,
0.009466,0.0068349,
0.0078788,0.0080056,
0.0065085,0.0065724,
0.0067548,0.0027912,
0.0060574,-0.0014873,
0.0046802,-0.0045688,
0.0038703,-0.0057006,
0.0039463,-0.0048556,
0.005271,-0.0024925,
0.0066006,0.00076887,
0.0062259,0.0039402,
0.0055039,0.0054456,
0.0062626,0.0044246,
0.0062358,0.0018177,
0.0058189,-0.0010584,
0.007152,-0.0030593,
0.0078317,-0.0028311,
0.0069933,-0.00028067,
0.005789,0.002935,
0.0045162,0.0047621,
0.0042579,0.0039276,
0.0055281,0.00088759,
0.0069163,-0.0022456,
0.0073312,-0.0034543,
0.0069575,-0.0021956,
0.0054659,0.00063717,
0.0055293,0.0030955,
0.008235,0.0041555,
0.0075831,0.004338,
0.0047809,0.0033222,
0.0065796,0.00072319,
0.00905,-0.0014553,
0.0065651,-0.001425,
0.0038741,-0.00025008,
0.0047847,0.00042516,
0.005748,0.0004928,
0.0061708,0.00039072,
0.0061047,0.00041366,
0.0045507,0.00045973,
0.0052879,-1.7521e-05,
0.0070073,-0.0005423,
0.0051728,-0.00034971,
0.0038254,-0.00015076,
0.005835,-0.00049836,
0.0065741,-0.00055229,
0.0056507,5.4957e-05,
0.0067979,0.00074378,
0.0072903,0.0016432,
0.0058426,0.0024211,
0.005756,0.0022122,
0.0056532,0.0011728,
0.0050852,-0.00033091,
0.0065417,-0.0016577,
0.0089707,-0.0016842,
0.0091266,0.00055507,
0.0064975,0.003905,
0.0046884,0.005674,
0.0060784,0.0044434,
0.0079615,0.0014856,
0.0064128,-0.00094272,
0.0034571,-0.0024528,
0.0033412,-0.0036016,
0.0042731,-0.0039814,
0.0050128,-0.0031143,
0.0064041,-0.0010971,
0.006618,0.0015673,
0.005966,0.0037395,
0.0064647,0.0043216,
0.0069804,0.0032915,
0.0057457,0.0014144,
0.0051314,-0.0008126,
0.0067546,-0.0025567,
0.0077815,-0.0024846,
0.00718,-0.00036635,
0.0062094,0.002517,
0.0059709,0.0044193,
0.0059812,0.0043783,
0.0054473,0.002442,
0.0061378,-0.00048732,
0.0079097,-0.0026835,
0.0087983,-0.0024794,
0.0081488,0.00036945,
0.0059666,0.0040271,
0.0042137,0.0057786,
